,distributor,mpaa,budget,opening_revenue,opening_theaters,runtime_minutes,release_year,release_month,release_date,release_day,genre_crime,genre_drama,genre_adventure,genre_thriller,genre_horror,genre_action,genre_fantasy,genre_sci-fi,genre_comedy,genre_war,genre_mystery,genre_biography,genre_history,genre_romance,genre_family,genre_musical,genre_sport,genre_music,genre_animation,genre_western,genre_documentary,genre_news,director_power,actor_power
3160,Sony Pictures Entertainment (SPE),PG,18705806.63615561,11692441.671696225,3090,96,2019,1,2019-01-11,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,173173836.6157413,384278550.95996237
3161,FUNimation Entertainment,PG,8833297.578184593,10201104.610245043,1238,100,2019,1,2019-01-16,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,31916386.633366708,31916386.633366708
3162,Universal Pictures,PG-13,20784229.595728453,41910276.631388254,3841,129,2019,1,2019-01-18,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783983792.3211434,1503521996.655734
3163,Sony Pictures Entertainment (SPE),PG-13,15522557.521283666,7103892.240592461,2203,104,2019,2,2019-02-01,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367452900.2760865,59195194.23929882
3164,Warner Bros.,PG,102448879.64047219,35303816.65969079,4303,107,2019,2,2019-02-08,4,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1085721061.051515,1411090558.3085623
3165,Paramount Pictures,R,20696743.361711554,18867241.279369876,2912,117,2019,2,2019-02-08,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,730130247.2992797,278880393.2309325
3166,Lionsgate,R,62090230.08513466,11414495.081044085,2630,119,2019,2,2019-02-08,4,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33258488.937573187,684705215.132005
3167,Orion Pictures,R,6209023.008513466,6056965.069872139,2530,92,2019,2,2019-02-08,4,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15373842.106695255,121686525.8321601
3168,Universal Pictures,PG-13,9313534.512770198,9828536.752025507,3207,100,2019,2,2019-02-13,2,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,128555052.99162088,361115751.25054336
3169,Warner Bros.,PG-13,32079952.210652906,14744109.540288635,3444,89,2019,2,2019-02-13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,91030802.99112731,614892520.7002343
3170,Metro-Goldwyn-Mayer (MGM),PG-13,11383208.848941354,143614.70218691646,4,108,2019,2,2019-02-14,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,23758708.570639618,828555207.4580617
3171,Twentieth Century Fox,PG-13,175922318.5745482,29519364.57482514,3790,122,2019,2,2019-02-14,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934722649.1338146,820544751.031031
3172,Universal Pictures,PG,133493994.68303952,56939064.19751084,4259,104,2019,2,2019-02-22,4,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,834175572.1007341,763669659.5903932
3173,Lionsgate,PG-13,20580640.592914294,27848006.424906176,2442,109,2019,3,2019-03-01,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,513105836.97140735,241004130.5653693
3174,Walt Disney Studios Motion Pictures,PG-13,164645124.74331436,157887906.68517947,4310,123,2019,3,2019-03-08,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446832580.65356,2191981039.5112143
3175,Lionsgate,PG-13,7203224.207520003,13573226.774187455,2803,116,2019,3,2019-03-15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47056833.09974744,289606850.9042099
3176,Paramount Pictures,PG,92612882.66811432,16313909.520664666,3838,85,2019,3,2019-03-15,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,46529528.27486014,351264484.1492439
3177,Universal Pictures,R,20580640.592914294,73182313.99733283,3741,116,2019,3,2019-03-22,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180167640.7170675,449524531.4148259
3178,Walt Disney Studios Motion Pictures,PG,174935445.0397715,47325952.7593646,4259,112,2019,3,2019-03-29,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2448008508.3998594,1041534849.9778184
3179,Pure Flix Entertainment,R,6174192.1778742885,6567589.064743786,1059,109,2019,3,2019-03-29,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19556865.887908038,21195143.445389573
3180,Warner Bros.,PG-13,102361200.24418114,54768693.88816191,4217,132,2019,4,2019-04-05,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325584298.58381265,545657433.8186455
3181,STX Entertainment,PG-13,10236120.024418114,4551173.449136757,1705,133,2019,4,2019-04-05,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10446591.029912189,479096039.8334421
3182,Paramount Pictures,R,21495852.05127804,25081334.583131153,3585,101,2019,4,2019-04-05,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56016855.65557939,750018988.0018387
3183,Universal Pictures,PG-13,20472240.048836228,15769208.641077215,2667,109,2019,4,2019-04-12,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,52130522.57645444,231122150.85362774
3184,Lionsgate,R,51180600.12209057,12329557.040375978,3303,120,2019,4,2019-04-12,4,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22569001.243140332,385768087.3406953
3185,Aviron Pictures,PG-13,14330568.03418536,6144076.479244604,2138,105,2019,4,2019-04-12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12425180.826420086,175251278.74844736
3186,Twentieth Century Fox,PG,14330568.03418536,11548731.474345328,2824,116,2019,4,2019-04-17,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41674399.391597666,164299599.58033603
3187,Warner Bros.,R,9212508.021976303,26969751.327507947,3372,93,2019,4,2019-04-19,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56026112.17891747,160452399.68519112
3188,Walt Disney Studios Motion Pictures,PG-13,364405872.86928487,365547207.41729146,4662,181,2019,4,2019-04-26,4,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706834653.2839406,3430252352.5224934
3189,Screen Gems,PG-13,8171500.866875967,11087760.396373179,2222,102,2019,5,2019-05-03,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58762766.74927444,365711538.4532623
3190,Lionsgate,R,40857504.33437983,9948867.677428424,3230,125,2019,5,2019-05-03,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,242579538.4908047,677352044.2980944
3191,United Artists Releasing,PG-13,21450189.77554941,13286563.17119629,3007,93,2019,5,2019-05-10,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36176294.58989738,1071854219.8324381
3192,Warner Bros.,PG,153215641.25392437,55530702.766365215,4202,104,2019,5,2019-05-10,4,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,750672886.511405,965884567.1516769
3193,Universal Pictures,PG,16343001.733751934,8202230.817323462,3267,109,2019,5,2019-05-17,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,23270770.546998736,780968175.2467732
3194,Lionsgate,R,76607820.62696218,58036110.468089595,3850,130,2019,5,2019-05-17,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222097011.24959067,1431818784.0767357
3195,United Artists Releasing,R,6128625.650156975,7082260.2300735675,2505,102,2019,5,2019-05-24,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23167187.58057261,145755745.98582774
3196,Walt Disney Studios Motion Pictures,PG,186923082.32978773,93462490.08043203,4476,128,2019,5,2019-05-24,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,708998502.4553795,1017889106.2400807
3197,Screen Gems,R,6128625.650156975,8013850.143526545,2607,90,2019,5,2019-05-24,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17671319.03572935,189867663.90827748
3198,Paramount Pictures,R,40857504.33437983,26277219.953001264,3610,121,2019,5,2019-05-31,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,115852993.05024599,491019430.4009193
3199,Warner Bros.,PG-13,173644393.4211143,48800502.45820252,4108,132,2019,5,2019-05-31,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160120725.68095157,563675251.5318385
3200,Universal Pictures,R,5107188.041797479,18487821.530973244,2808,99,2019,5,2019-05-31,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,324421926.7795025,399203925.6271852
3201,Universal Pictures,PG,81698738.59523782,47643313.851091,4561,86,2019,6,2019-06-07,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,841483253.8714573,2463276135.48776
3202,Twentieth Century Fox,PG-13,204246846.48809457,33525432.77206873,3721,113,2019,6,2019-06-07,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67244162.71718533,1388949201.8247397
3203,Warner Bros.,R,35743198.13541655,9090433.80009604,2952,111,2019,6,2019-06-14,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,956813813.8939648,1446044869.1071672
3204,Sony Pictures Entertainment (SPE),PG-13,112335765.56845202,30673625.965636387,4224,114,2019,6,2019-06-14,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,961796486.8960959,1266222146.6735668
3205,United Artists Releasing,R,10212342.324404728,14393881.885150094,3007,90,2019,6,2019-06-21,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29828621.018517006,112572677.05198094
3206,Walt Disney Studios Motion Pictures,G,204246846.48809457,123475454.9561378,4575,100,2019,6,2019-06-21,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,443254471.94987184,2274391446.6198792
3207,Warner Bros.,R,30637026.973214187,20700135.009685997,3613,106,2019,6,2019-06-26,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75727164.35335732,431552697.40276814
3208,Universal Pictures,PG-13,26552090.043452293,17371245.355524067,2603,116,2019,6,2019-06-28,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,424588359.07040846,458138328.56341064
3209,Sony Pictures Entertainment (SPE),PG-13,163124904.99705732,94387344.76376517,4634,129,2019,7,2019-07-02,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755291795.8756988,2270182717.6461897
3210,A24,R,9175775.906084474,6688151.690799037,2707,148,2019,7,2019-07-03,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27962015.828374986,80409551.09020407
3211,Twentieth Century Fox,R,16312490.499705732,8386031.147276971,3050,93,2019,7,2019-07-12,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22969499.43324587,122715660.99277982
3212,Paramount Pictures,R,13763663.859126711,12239679.629498266,3170,87,2019,7,2019-07-12,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124432700.82910685,165668857.93846565
3213,Walt Disney Studios Motion Pictures,PG,265077970.62021813,195516167.7693036,4725,118,2019,7,2019-07-19,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2112154041.1343436,1192552349.2118123
3214,Sony Pictures Entertainment (SPE),R,91757759.06084473,41884376.77085874,3659,161,2019,7,2019-07-26,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1117653631.6123567,1460141729.7684317
3215,Universal Pictures,PG-13,203916463.33382708,61214651.731382385,4253,137,2019,8,2019-08-02,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611156082.6996112,1274357726.7075236
3216,Warner Bros.,R,38744128.03342714,5635649.492980146,2745,102,2019,8,2019-08-09,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12418545.243664201,652581106.658923
3217,Roadside Attractions,PG-13,6321410.36334864,208803.32137762223,17,97,2019,8,2019-08-09,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20857749.40903032,149534568.8779574
3218,Twentieth Century Fox,PG,18352481.700044435,8296936.746809689,2765,109,2019,8,2019-08-09,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,63737364.70351122,886545246.6524657
3219,Paramount Pictures,PG,49959533.51678763,17772938.8762619,3735,102,2019,8,2019-08-09,4,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,304693717.2531254,234887174.11117202
3220,Lionsgate,PG-13,25489557.916728385,21324916.928616535,3135,108,2019,8,2019-08-09,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70297218.45606062,79065878.86079718
3221,Sony Pictures Entertainment (SPE),PG,66272850.5834938,10556829.736301344,3869,97,2019,8,2019-08-13,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,42483054.660201594,842120765.7945037
3222,Entertainment Studios Motion Pictures,PG-13,12234987.800029624,8592290.37188472,2853,90,2019,8,2019-08-16,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70011484.46686779,69839637.85041109
3223,Universal Pictures,R,20391646.333382707,21821717.58865442,3204,90,2019,8,2019-08-16,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84768385.80006081,480786608.2836787
3224,Fox Searchlight Pictures,R,6117493.900014812,8172553.821669955,2855,95,2019,8,2019-08-21,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,46969238.401386514,218091319.03572336
3225,Lionsgate,R,40783292.666765414,21799676.258132666,3286,121,2019,8,2019-08-23,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70382211.85756049,514656776.0096008
3226,Affirm Films,PG,5097911.583345677,8306060.988961562,1723,119,2019,8,2019-08-23,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,202759749.74306518,85302250.92473324
3227,OTL Releasing,R,5097911.583345677,2384465.55694229,922,103,2019,8,2019-08-30,4,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5317184.995533174,446022793.6624561
3228,Warner Bros.,R,80483947.98234919,92772677.2750478,4570,169,2019,9,2019-09-06,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644001872.011394,754068024.5266325
3229,STX Entertainment,R,20375683.033506125,33804644.71781709,3250,110,2019,9,2019-09-13,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115004304.44896811,771646447.0082088
3230,Warner Bros.,R,45845286.82538878,2729350.2495102407,2542,149,2019,9,2019-09-13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6684856.052651435,714187203.9607567
3231,Twentieth Century Fox,PG-13,91690573.65077756,19358323.14207486,3460,123,2019,9,2019-09-20,4,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88228416.04337165,1081536317.6829271
3232,Focus Features,PG,13244193.971778981,31616606.07040064,3079,122,2019,9,2019-09-20,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98673457.76222059,106940373.22916806
3233,Lionsgate,R,50939207.58376531,19227430.77305177,3618,89,2019,9,2019-09-20,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45661245.50595694,390470097.68456227
3234,Universal Pictures,PG,76408811.37564796,20999280.81274658,4242,97,2019,9,2019-09-27,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,116716442.10796118,213783727.6742937
3235,Yash Raj Films,UNRATED,21345666.92313073,1634089.070411042,305,154,2019,10,2019-10-02,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4730606.374297638,5038024.528250324
3236,Warner Bros.,R,55905318.13200905,97785859.18232264,4374,122,2019,10,2019-10-04,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576709971.7354603,1579414763.2130017
3237,Paramount Pictures,PG-13,140271525.49485907,20890670.81867991,3642,117,2019,10,2019-10-11,4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710832362.9842652,1754845038.371549
3238,Neon,R,11587647.758270966,399688.4649926558,3,132,2019,10,2019-10-11,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54248232.66309949,54267503.44139992
3239,United Artists Releasing,PG,24395047.912149403,30798755.10431093,4007,86,2019,10,2019-10-11,4,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,758255718.5332613,922716921.1085507
3240,Sony Pictures Entertainment (SPE),R,42691333.84626146,27244291.928096805,3468,99,2019,10,2019-10-18,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481690664.7439936,1020528349.6132221
3241,Walt Disney Studios Motion Pictures,PG,188045160.989485,37556900.99696906,3790,119,2019,10,2019-10-18,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300243867.1218166,1180267633.5957103
3242,Fox Searchlight Pictures,PG-13,14230444.615420485,355308.7905388077,5,108,2019,10,2019-10-18,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,368026139.0305074,517265855.7171031
3243,Screen Gems,R,12197523.956074702,8514731.646779045,2062,108,2019,10,2019-10-25,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58762766.74927444,360620344.4568402
3244,STX Entertainment,PG-13,6606992.142873797,9011004.172297219,2675,90,2019,10,2019-10-25,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26043508.71516169,77018161.67183097
3245,Paramount Pictures,R,188146052.9999067,29527572.401418306,4086,128,2019,11,2019-11-01,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463853092.76395106,907589656.9073496
3246,Warner Bros.,R,26442147.989176072,3559981.642203975,1342,144,2019,11,2019-11-01,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66009115.376257926,524060560.65722275
3247,Focus Features,PG-13,17289096.76215359,11875290.702622002,2059,125,2019,11,2019-11-01,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,52711761.762320995,261717602.12918347
3248,Paramount Pictures,PG,30408470.187552486,12940157.699379489,3125,96,2019,11,2019-11-08,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,286729764.60516083,486644591.7344858
3249,Lionsgate,PG-13,101700569.18913874,18201776.993165065,3242,138,2019,11,2019-11-08,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1733200517.1172447,580115221.5939901
3250,Universal Pictures,PG-13,25425142.297284685,11635618.056242418,3448,103,2019,11,2019-11-08,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,748368160.7864149,201878388.60999736
3251,Warner Bros.,R,45765256.135112435,14354144.444060838,3855,152,2019,11,2019-11-08,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100708229.95108159,516208612.60973036
3252,Twentieth Century Fox,PG-13,99259755.52859941,32010211.43804236,3528,152,2019,11,2019-11-15,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,928470008.8841044,1602349848.0802228
3253,Sony Pictures Entertainment (SPE),PG-13,48816273.210786596,8493125.386605393,3452,118,2019,11,2019-11-15,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230871108.47764423,624366762.8854021
3254,Warner Bros.,R,10170056.918913875,5700368.770341513,2439,109,2019,11,2019-11-15,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1243589994.3031998,763554872.4581318
3255,Sony Pictures Entertainment (SPE),PG,25425142.297284685,13476584.470607445,3235,109,2019,11,2019-11-22,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62753375.14777923,1166778376.8704934
3256,STX Entertainment,R,33561187.83241579,9418762.270131566,2665,99,2019,11,2019-11-22,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29025095.314197067,185718002.57365185
3257,Walt Disney Studios Motion Pictures,PG,152550853.78370813,132478576.5308855,4440,103,2019,11,2019-11-22,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1069895420.0066981,1284737070.7053685
3258,Lionsgate,PG-13,40680227.6756555,27224782.68535971,3461,130,2019,11,2019-11-27,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,901394071.4428842,1109849221.2459593
3259,Universal Pictures,R,18306102.454044975,12092696.009377623,1690,132,2019,11,2019-11-27,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44553300.62214239,95370084.8234139
3260,A24,R,19340703.728781898,546875.7027714866,5,135,2019,12,2019-12-13,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50920795.1775666,1132962029.0012486
3261,Universal Pictures,PG-13,5089658.875995236,4316280.120128884,2625,92,2019,12,2019-12-13,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10616753.57374676,331290884.4866773
3262,Sony Pictures Entertainment (SPE),PG-13,127241471.89988092,60314028.34927268,4227,123,2019,12,2019-12-13,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,936639276.942102,1764328722.8761055
3263,Lionsgate,R,32573816.806369513,324880.05157720234,4,109,2019,12,2019-12-13,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1489709245.0739594,728730929.9826864
3264,Warner Bros.,R,45806929.88395713,4789638.754231946,2502,131,2019,12,2019-12-13,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1792901953.9301019,93087513.72186252
3265,Walt Disney Studios Motion Pictures,PG-13,279931238.179738,180564671.57318637,4406,141,2019,12,2019-12-20,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452798061.483254,2682035425.652708
3266,Universal Pictures,PG,96703518.6439095,6738576.020686917,3380,110,2019,12,2019-12-20,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,359127419.37569773,882409434.430438
3267,Warner Bros.,PG-13,25448294.379976183,109792.08540941884,4,137,2019,12,2019-12-25,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36647072.84069205,527912394.565508
3268,Universal Pictures,R,96703518.6439095,586548.5757780942,11,119,2019,12,2019-12-25,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1205733860.1597958,303658539.8705656
3269,Sony Pictures Entertainment (SPE),PG,40717271.00796189,17055762.45231035,3308,135,2019,12,2019-12-25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110039660.6681921,793790844.26272
3270,Twentieth Century Fox,PG,101793177.51990473,13594273.235564686,3502,102,2019,12,2019-12-25,2,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,67954084.75007588,67954084.75007588
3271,Sony Pictures Entertainment (SPE),R,10139976.974156009,11563744.32306732,2642,94,2020,1,2020-01-03,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21518859.377007492,205243216.88604355
3272,Paramount Pictures,R,29405933.225052424,10151406.756201277,3078,83,2020,1,2020-01-10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134984131.02834448,421626155.5532332
3273,Sony Pictures Entertainment (SPE),R,91259792.76740408,63379018.54902294,3775,124,2020,1,2020-01-17,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209193042.3807637,1850092213.0916076
3274,Universal Pictures,PG,177449597.04773015,22149811.33224277,4155,101,2020,1,2020-01-17,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,160884992.78987736,1667235069.6494749
3275,STX Entertainment,R,22307949.343143217,10800985.849138081,2165,113,2020,1,2020-01-24,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,745980818.6059933,475403655.50563025
3276,Universal Pictures,PG-13,14195967.763818411,7047329.62693481,2571,94,2020,1,2020-01-24,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19984741.374322217,192599729.6569371
3277,Paramount Pictures,R,50699884.87078004,2753393.1235991637,3049,109,2020,1,2020-01-31,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5514090.072612813,267528045.96632928
3278,Warner Bros.,R,85448623.38505787,33380597.758193582,4236,109,2020,2,2020-02-07,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85103250.1615986,264902136.51701307
3279,Sony Pictures Entertainment (SPE),PG-13,7078584.185744439,12448620.618838865,2784,109,2020,2,2020-02-14,4,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,146722444.05223608,536930462.6022309
3280,Universal Pictures,PG-13,16179620.995987289,12318622.420267668,2516,106,2020,2,2020-02-14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57279461.733573,142893411.64066756
3281,Paramount Pictures,PG,85954236.54118247,58669680.09083107,4167,99,2020,2,2020-02-14,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150647101.1065108,1290152757.8736305
3282,truTV,PG-13,3033678.9367476166,2636316.546122979,357,92,2020,2,2020-02-21,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10811112.52585067,10811112.52585067
